ID,Title,Pack,Artist,Image,Level,Chart Constant,Background,Chart Design,Side,Artwork,Length,Vocals,Genre,Difficulty,Notes_Touch,Notes_Joycon,Version_Mobile,Version_Switch,Added_Mobile,Added_Switch,BPM_Min,BPM_Max
crossover,CROSS†OVER,Extend Archive,HyuN feat. LyuU,https://static.wikia.nocookie.net/iowiro/images/6/68/CROSSOVER.jpg/revision/latest?cb=20230928054618,9,9.4,nijuusei-conflict-b,Exschwasion,Conflict,Aremos,2:30,LyuU,Digital Stepcore,2,1094,1094,3.2.1,1.0.0c,2020-10-07,2021-05-08,200,200
rgb,RGB,World Extend,MEMODEMO X AQUASINE,https://static.wikia.nocookie.net/iowiro/images/b/b2/Rgb.jpg/revision/latest?cb=20230927032135,4,4.0,observer_light,NO₂,Light,いわこ脳 (Iwako),2:40,Vocal samples,Web fusion,0,652,,4.7.0,,2023-08-18,,163,163
rgb,RGB,World Extend,MEMODEMO X AQUASINE,https://static.wikia.nocookie.net/iowiro/images/b/b2/Rgb.jpg/revision/latest?cb=20230927032135,7,7.5,observer_light,NO₂,Light,いわこ脳 (Iwako),2:40,Vocal samples,Web fusion,1,803,,4.7.0,,2023-08-18,,163,163
rgb,RGB,World Extend,MEMODEMO X AQUASINE,https://static.wikia.nocookie.net/iowiro/images/b/b2/Rgb.jpg/revision/latest?cb=20230927032135,9+,9.7,observer_light,NO₂,Light,いわこ脳 (Iwako),2:40,Vocal samples,Web fusion,2,1131,,4.7.0,,2023-08-18,,163,163
crystalgravity,Crystal Gravity,Esoteric Order,Tanchiky vs siromaru,https://static.wikia.nocookie.net/iowiro/images/6/6f/Crystal_Gravity.jpg/revision/latest?cb=20230928054802,3,3.5,observer_conflict,Exschwasion,Conflict,雨傘ゆん (Amagasa Yun),2:04,Choral,Hard Schranz,0,571,571,3.6.0,1.2.0,2021-05-11,2021-09-16,178,178
crystalgravity,Crystal Gravity,Esoteric Order,Tanchiky vs siromaru,https://static.wikia.nocookie.net/iowiro/images/6/6f/Crystal_Gravity.jpg/revision/latest?cb=20230928054802,6,6.5,observer_conflict,Exschwasion,Conflict,雨傘ゆん (Amagasa Yun),2:04,Choral,Hard Schranz,1,653,653,3.6.0,1.2.0,2021-05-11,2021-09-16,178,178
crystalgravity,Crystal Gravity,Esoteric Order,Tanchiky vs siromaru,https://static.wikia.nocookie.net/iowiro/images/6/6f/Crystal_Gravity.jpg/revision/latest?cb=20230928054802,9,9.4,observer_conflict,Exschwasion,Conflict,雨傘ゆん (Amagasa Yun),2:04,Choral,Hard Schranz,2,872,872,3.6.0,1.2.0,2021-05-11,2021-09-16,178,178
dazzlehop,Dazzle hop,O.N.G.E.K.I. Collaboration,Sampling Masters MEGA,https://static.wikia.nocookie.net/iowiro/images/3/32/Dazzle_hop.jpg/revision/latest?cb=20201217085520,3,3.5,ongeki_conflict,Kuro rak,Conflict,いずみべる (Izumi Bell) (not credited),2:10,Vocal samples,Rotterdam Techno,0,561,,3.4.0,,2020-12-17,,220,220
dazzlehop,Dazzle hop,O.N.G.E.K.I. Collaboration,Sampling Masters MEGA,https://static.wikia.nocookie.net/iowiro/images/3/32/Dazzle_hop.jpg/revision/latest?cb=20201217085520,6,6.0,ongeki_conflict,Kuro rak,Conflict,いずみべる (Izumi Bell) (not credited),2:10,Vocal samples,Rotterdam Techno,1,571,,3.4.0,,2020-12-17,,220,220
dazzlehop,Dazzle hop,O.N.G.E.K.I. Collaboration,Sampling Masters MEGA,https://static.wikia.nocookie.net/iowiro/images/3/32/Dazzle_hop.jpg/revision/latest?cb=20201217085520,9+,9.7,ongeki_conflict,Kuro rak,Conflict,いずみべる (Izumi Bell) (not credited),2:10,Vocal samples,Rotterdam Techno,2,1022,,3.4.0,,2020-12-17,,220,220
firstsnow,First Snow,Divided Heart,黒魔,https://static.wikia.nocookie.net/iowiro/images/9/9d/First_Snow.jpg/revision/latest?cb=20230928024737,2,2.5,hime_light,Nitro,Light,ヒトこもる (Hito Komoru),2:40,None,Chiptune / 9-bit,0,366,366,3.10.0,1.0.0c,2021-12-09,2021-05-18,88,88
firstsnow,First Snow,Divided Heart,黒魔,https://static.wikia.nocookie.net/iowiro/images/9/9d/First_Snow.jpg/revision/latest?cb=20230928024737,4,4.5,hime_light,Nitro,Light,ヒトこもる (Hito Komoru),2:40,None,Chiptune / 9-bit,1,442,442,3.10.0,1.0.0c,2021-12-09,2021-05-18,88,88
firstsnow,First Snow,Divided Heart,黒魔,https://static.wikia.nocookie.net/iowiro/images/9/9d/First_Snow.jpg/revision/latest?cb=20230928024737,7,7.5,hime_light,Nitro,Light,ヒトこもる (Hito Komoru),2:40,None,Chiptune / 9-bit,2,578,578,3.10.0,1.0.0c,2021-12-09,2021-05-18,88,88
99glooms,99 Glooms,Cytus II Collaboration Chapter 2,Sta,https://static.wikia.nocookie.net/iowiro/images/5/5f/99glooms.jpg/revision/latest?cb=20230927210445,4,4.0,cytus_conflict,終点,Conflict,張世楷 (Kai Chang) (not credited),2:42,Vocal samples,Neotrap / Hard Trap,0,637,,4.6.0,,2023-07-19,,185,185
99glooms,99 Glooms,Cytus II Collaboration Chapter 2,Sta,https://static.wikia.nocookie.net/iowiro/images/5/5f/99glooms.jpg/revision/latest?cb=20230927210445,7,7.5,cytus_conflict,終点,Conflict,張世楷 (Kai Chang) (not credited),2:42,Vocal samples,Neotrap / Hard Trap,1,774,,4.6.0,,2023-07-19,,185,185
99glooms,99 Glooms,Cytus II Collaboration Chapter 2,Sta,https://static.wikia.nocookie.net/iowiro/images/5/5f/99glooms.jpg/revision/latest?cb=20230927210445,10,10.3,cytus_conflict,終点,Conflict,張世楷 (Kai Chang) (not credited),2:42,Vocal samples,Neotrap / Hard Trap,2,1294,,4.6.0,,2023-07-19,,185,185
saikyostronger,SAIKYO STRONGER,Memory Archive: HARDCORE TANO*C Collaboration,REDALiCE vs USAO,https://static.wikia.nocookie.net/iowiro/images/e/e9/SAIKYO_STRONGER.jpg/revision/latest?cb=20230928074812,5,5.5,saikyostronger,最強FUMEN (夜浪 ft. 東星),Conflict,KEI,2:22,Vocal samples,Hardcore / Dubcore,0,654,654,2.5.0,1.0.0c,2020-01-21,2021-05-18,205,205
saikyostronger,SAIKYO STRONGER,Memory Archive: HARDCORE TANO*C Collaboration,REDALiCE vs USAO,https://static.wikia.nocookie.net/iowiro/images/e/e9/SAIKYO_STRONGER.jpg/revision/latest?cb=20230928074812,9,9.4,saikyostronger,最強FUMEN (夜浪 ft. 東星),Conflict,KEI,2:22,Vocal samples,Hardcore / Dubcore,1,1067,1067,2.5.0,1.0.0c,2020-01-21,2021-05-18,205,205
saikyostronger,SAIKYO STRONGER,Memory Archive: HARDCORE TANO*C Collaboration,REDALiCE vs USAO,https://static.wikia.nocookie.net/iowiro/images/e/e9/SAIKYO_STRONGER.jpg/revision/latest?cb=20230928074812,11,11.0,saikyostronger,最強FUMEN (夜浪 ft. 東星),Conflict,KEI,2:22,Vocal samples,Hardcore / Dubcore,2,1384,1384,2.5.0,1.0.0c,2020-01-21,2021-05-18,205,205
dreamgoeson,Dream goes on,Lanota Collaboration,Tiny Minim,https://static.wikia.nocookie.net/iowiro/images/1/10/Dream_goes_on.jpg/revision/latest?cb=20180131201731,1,1.5,lanota-light,k//eternal,Light,atsushi (not credited),2:25,Chia,Rock,0,532,532,1.5.5,2.0.1,2018-01-31,2023-03-16,174,174
dreamgoeson,Dream goes on,Lanota Collaboration,Tiny Minim,https://static.wikia.nocookie.net/iowiro/images/1/10/Dream_goes_on.jpg/revision/latest?cb=20180131201731,5,5.0,lanota-light,k//eternal,Light,atsushi (not credited),2:25,Chia,Rock,1,751,751,1.5.5,2.0.1,2018-01-31,2023-03-16,174,174
dreamgoeson,Dream goes on,Lanota Collaboration,Tiny Minim,https://static.wikia.nocookie.net/iowiro/images/1/10/Dream_goes_on.jpg/revision/latest?cb=20180131201731,7,7.5,lanota-light,k//eternal,Light,atsushi (not credited),2:25,Chia,Rock,2,719,719,1.5.5,2.0.1,2018-01-31,2023-03-16,174,174
antithese,Antithese,Absolute Reason,Blacklolita,https://static.wikia.nocookie.net/iowiro/images/8/85/Antithese.jpg/revision/latest?cb=20230928050150,2,2.0,zettai,chaos//engine,Conflict,釜飯轟々丸 (Kamamesi Gogo Maru) + Khronetic,2:20,Choral,UK Hardcore / Hardcore / Hardstyle,0,845,845,2.0.0,1.0.0c,2019-03-21,2021-05-18,172,172
antithese,Antithese,Absolute Reason,Blacklolita,https://static.wikia.nocookie.net/iowiro/images/8/85/Antithese.jpg/revision/latest?cb=20230928050150,5,5.0,zettai,chaos//engine,Conflict,釜飯轟々丸 (Kamamesi Gogo Maru) + Khronetic,2:20,Choral,UK Hardcore / Hardcore / Hardstyle,1,826,826,2.0.0,1.0.0c,2019-03-21,2021-05-18,172,172
antithese,Antithese,Absolute Reason,Blacklolita,https://static.wikia.nocookie.net/iowiro/images/8/85/Antithese.jpg/revision/latest?cb=20230928050150,8,8.8,zettai,chaos//engine,Conflict,釜飯轟々丸 (Kamamesi Gogo Maru) + Khronetic,2:20,Choral,UK Hardcore / Hardcore / Hardstyle,2,877,877,2.0.0,1.0.0c,2019-03-21,2021-05-18,172,172
antithese,Antithese,Absolute Reason,Blacklolita,https://static.wikia.nocookie.net/iowiro/images/4/41/Antithese_byd.jpg/revision/latest?cb=20230928050114,9,9.5,zettai,石楽,Conflict,釜飯轟々丸 (Kamamesi Gogo Maru) + jht,2:20,Choral,UK Hardcore / Hardcore / Hardstyle,3,968,,3.10.0,,2021-12-09,,172,172
lightningscrew,Lightning Screw,Divided Heart,HiTECH NINJA,https://static.wikia.nocookie.net/iowiro/images/f/fa/Lightning_Screw.jpg/revision/latest?cb=20230928024550,4,4.5,hime_light,東星,Light,シエラ (cierra),2:07,Vocal samples,Hi-Tech / Techcore,0,611,611,3.10.0,1.0.0c,2021-12-09,2021-05-18,190,190
lightningscrew,Lightning Screw,Divided Heart,HiTECH NINJA,https://static.wikia.nocookie.net/iowiro/images/f/fa/Lightning_Screw.jpg/revision/latest?cb=20230928024550,7,7.5,hime_light,東星,Light,シエラ (cierra),2:07,Vocal samples,Hi-Tech / Techcore,1,811,811,3.10.0,1.0.0c,2021-12-09,2021-05-18,190,190
lightningscrew,Lightning Screw,Divided Heart,HiTECH NINJA,https://static.wikia.nocookie.net/iowiro/images/f/fa/Lightning_Screw.jpg/revision/latest?cb=20230928024550,10,10.5,hime_light,東星,Light,シエラ (cierra),2:07,Vocal samples,Hi-Tech / Techcore,2,1192,1192,3.10.0,1.0.0c,2021-12-09,2021-05-18,190,190
dropdead,dropdead,Memory Archive,Frums,https://static.wikia.nocookie.net/iowiro/images/a/a3/Dropdead.jpg/revision/latest?cb=20230928055703,1,1.5,base_conflict,-chartaesthesia- LIMITER:10%,Conflict,Hanamori Hiro,2:16,Vocal samples,Trap / Hardcore,0,44,44,1.7.2,1.0.0c,2018-08-13,2021-05-18,50,50
dropdead,dropdead,Memory Archive,Frums,https://static.wikia.nocookie.net/iowiro/images/a/a3/Dropdead.jpg/revision/latest?cb=20230928055703,9,9.5,base_conflict,-chartaesthesia- LIMITER:100%,Conflict,Hanamori Hiro,2:16,Vocal samples,Trap / Hardcore,1,1323,1323,1.7.2,1.0.0c,2018-08-13,2021-05-18,50,50
dropdead,dropdead,Memory Archive,Frums,https://static.wikia.nocookie.net/iowiro/images/a/a3/Dropdead.jpg/revision/latest?cb=20230928055703,8,9.1,base_conflict,-chartaesthesia- LIMITER:25% (OVERDRIVE:+100%),Conflict,Hanamori Hiro,2:16,Vocal samples,Trap / Hardcore,2,823,823,1.7.2,1.0.0c,2018-08-13,2021-05-18,50,50
dropdead,overdead.,Memory Archive,fn,https://static.wikia.nocookie.net/iowiro/images/8/8e/Overdead.jpg/revision/latest?cb=20230928055747,10,10.5,byd_conflict,絶滅 over 夜浪.,Conflict,Hanamori Hiro + yusi.,2:37,Vocal samples,Hardcore / Trap / Breakcore / Speedcore,3,1503,,3.12.2,,2022-03-09,,500,500
loschen,Löschen,Esoteric Order,BlackY feat. Risa Yuzuki,https://static.wikia.nocookie.net/iowiro/images/1/10/L%C3%B6schen.jpg/revision/latest?cb=20230928070641,3,3.5,observer_conflict,絶滅,Conflict,LOWRISE,2:20,Risa Yuzuki,Symphonic Hardcore,0,642,642,3.6.0,1.2.0,2021-05-11,2021-09-16,181,181
loschen,Löschen,Esoteric Order,BlackY feat. Risa Yuzuki,https://static.wikia.nocookie.net/iowiro/images/1/10/L%C3%B6schen.jpg/revision/latest?cb=20230928070641,7,7.0,observer_conflict,絶滅,Conflict,LOWRISE,2:20,Risa Yuzuki,Symphonic Hardcore,1,850,850,3.6.0,1.2.0,2021-05-11,2021-09-16,181,181
loschen,Löschen,Esoteric Order,BlackY feat. Risa Yuzuki,https://static.wikia.nocookie.net/iowiro/images/1/10/L%C3%B6schen.jpg/revision/latest?cb=20230928070641,10,10.2,observer_conflict,絶滅,Conflict,LOWRISE,2:20,Risa Yuzuki,Symphonic Hardcore,2,1235,1235,3.6.0,1.2.0,2021-05-11,2021-09-16,181,181
dandelion,Dandelion,Arcaea,Farhan,https://static.wikia.nocookie.net/iowiro/images/c/ca/Dandelion.jpg/revision/latest?cb=20230928044429,2,2.5,base_light,Nitro,Light,Saga (not credited),2:38,"GUMI (VOCALOID, not credited)",J-Pop,0,391,391,1.0.9,1.0.0c,2017-03-19,2021-05-08,169,169
dandelion,Dandelion,Arcaea,Farhan,https://static.wikia.nocookie.net/iowiro/images/c/ca/Dandelion.jpg/revision/latest?cb=20230928044429,6,6.0,base_light,Nitro,Light,Saga (not credited),2:38,"GUMI (VOCALOID, not credited)",J-Pop,1,698,698,1.0.9,1.0.0c,2017-03-19,2021-05-08,169,169
dandelion,Dandelion,Arcaea,Farhan,https://static.wikia.nocookie.net/iowiro/images/c/ca/Dandelion.jpg/revision/latest?cb=20230928044429,8,8.5,base_light,Nitro,Light,Saga (not credited),2:38,"GUMI (VOCALOID, not credited)",J-Pop,2,921,921,1.0.9,1.0.0c,2017-03-19,2021-05-08,169,169
finalstep,Final Step!,Muse Dash Collaboration,Lime,https://static.wikia.nocookie.net/iowiro/images/1/15/FinalStep.jpg/revision/latest?cb=20230928024508,3,3.5,musedash_conflict,CERiNG,Conflict,谷地 (Yachi) (not credited),2:17,Vocal samples,Future Core,0,625,625,3.11.0,1.3.0,2021-12-24,2022-02-24,180,180
finalstep,Final Step!,Muse Dash Collaboration,Lime,https://static.wikia.nocookie.net/iowiro/images/1/15/FinalStep.jpg/revision/latest?cb=20230928024508,6,6.5,musedash_conflict,CERiNG,Conflict,谷地 (Yachi) (not credited),2:17,Vocal samples,Future Core,1,684,684,3.11.0,1.3.0,2021-12-24,2022-02-24,180,180
finalstep,Final Step!,Muse Dash Collaboration,Lime,https://static.wikia.nocookie.net/iowiro/images/1/15/FinalStep.jpg/revision/latest?cb=20230928024508,9,9.4,musedash_conflict,CERiNG,Conflict,谷地 (Yachi) (not credited),2:17,Vocal samples,Future Core,2,1056,1056,3.11.0,1.3.0,2021-12-24,2022-02-24,180,180
omakenostroke,OMAKENO Stroke,Groove Coaster Collaboration,t+pazolite,https://static.wikia.nocookie.net/iowiro/images/c/c6/OMAKENO_Stroke.jpg/revision/latest?cb=20230928072829,3,3.0,gc_conflict,Kurorak,Conflict,"キツネイロ (kitsuneiro), 宮﨑 真一朗 (Shinichiro Miyazaki) (not credited)",1:56,Vocal samples,Speedcore,0,502,502,1.9.0,1.1.0,2019-01-09,2021-06-22,240,240
omakenostroke,OMAKENO Stroke,Groove Coaster Collaboration,t+pazolite,https://static.wikia.nocookie.net/iowiro/images/c/c6/OMAKENO_Stroke.jpg/revision/latest?cb=20230928072829,6,6.5,gc_conflict,Kurorak,Conflict,"キツネイロ (kitsuneiro), 宮﨑 真一朗 (Shinichiro Miyazaki) (not credited)",1:56,Vocal samples,Speedcore,1,616,616,1.9.0,1.1.0,2019-01-09,2021-06-22,240,240
omakenostroke,OMAKENO Stroke,Groove Coaster Collaboration,t+pazolite,https://static.wikia.nocookie.net/iowiro/images/c/c6/OMAKENO_Stroke.jpg/revision/latest?cb=20230928072829,9,9.5,gc_conflict,Kurorak,Conflict,"キツネイロ (kitsuneiro), 宮﨑 真一朗 (Shinichiro Miyazaki) (not credited)",1:56,Vocal samples,Speedcore,2,869,832,1.9.0,1.1.0,2019-01-09,2021-06-22,240,240
omakenostroke,OMAKENO Stroke,Groove Coaster Collaboration,t+pazolite,https://static.wikia.nocookie.net/iowiro/images/c/c6/OMAKENO_Stroke.jpg/revision/latest?cb=20230928072829,10,10.2,gc_conflict,NITRO,Conflict,"キツネイロ (kitsuneiro), 宮﨑 真一朗 (Shinichiro Miyazaki) (not credited)",1:56,Vocal samples,Speedcore,3,931,,3.12.4,,2022-03-23,,240,240
coastalhighway,Coastal Highway,Pale Tapestry,Glitch Droids,https://static.wikia.nocookie.net/iowiro/images/6/6f/Coastal_Highway.jpg/revision/latest?cb=20230928054202,3,3.0,observer_light,Exschwasion,Light,水視ずみ (Mizumi Zumi),2:29,None,Glitch Hop,0,355,355,3.6.0,1.2.0,2021-05-11,2021-09-16,110,110
coastalhighway,Coastal Highway,Pale Tapestry,Glitch Droids,https://static.wikia.nocookie.net/iowiro/images/6/6f/Coastal_Highway.jpg/revision/latest?cb=20230928054202,6,6.0,observer_light,Exschwasion,Light,水視ずみ (Mizumi Zumi),2:29,None,Glitch Hop,1,479,479,3.6.0,1.2.0,2021-05-11,2021-09-16,110,110
coastalhighway,Coastal Highway,Pale Tapestry,Glitch Droids,https://static.wikia.nocookie.net/iowiro/images/6/6f/Coastal_Highway.jpg/revision/latest?cb=20230928054202,8,8.8,observer_light,Exschwasion,Light,水視ずみ (Mizumi Zumi),2:29,None,Glitch Hop,2,732,732,3.6.0,1.2.0,2021-05-11,2021-09-16,110,110
crimsonthrone,Crimson Throne,Memory Archive,Dimier√Lisb,https://static.wikia.nocookie.net/iowiro/images/d/da/Crimson_Throne.jpg/revision/latest?cb=20230927234727,4,4.0,observer_conflict,Toaster,Conflict,nonokuro,2:15,None,Gothic Hardcore / Hardcore DnB,0,727,,4.3.0,,2023-03-02,,210,210
crimsonthrone,Crimson Throne,Memory Archive,Dimier√Lisb,https://static.wikia.nocookie.net/iowiro/images/d/da/Crimson_Throne.jpg/revision/latest?cb=20230927234727,8,8.0,observer_conflict,Toaster,Conflict,nonokuro,2:15,None,Gothic Hardcore / Hardcore DnB,1,1079,,4.3.0,,2023-03-02,,210,210
crimsonthrone,Crimson Throne,Memory Archive,Dimier√Lisb,https://static.wikia.nocookie.net/iowiro/images/d/da/Crimson_Throne.jpg/revision/latest?cb=20230927234727,10,10.4,observer_conflict,Toaster,Conflict,nonokuro,2:15,None,Gothic Hardcore / Hardcore DnB,2,1313,,4.3.0,,2023-03-02,,210,210
alicessuitcase,Alice's Suitcase,Ephemeral Page,Endorfin.,https://static.wikia.nocookie.net/iowiro/images/b/b6/Alice%27s_Suitcase.jpg/revision/latest?cb=20230928045404,3,3.5,alice_light,Kurorak,Light,にんにくましまし (Ninniku Masimasi),2:31,藍月なくる (Nakuru Aitsuki),J-Rock,0,644,644,3.3.0,1.2.0,2020-12-03,2021-09-16,190,190
alicessuitcase,Alice's Suitcase,Ephemeral Page,Endorfin.,https://static.wikia.nocookie.net/iowiro/images/b/b6/Alice%27s_Suitcase.jpg/revision/latest?cb=20230928045404,6,6.0,alice_light,Kurorak,Light,にんにくましまし (Ninniku Masimasi),2:31,藍月なくる (Nakuru Aitsuki),J-Rock,1,660,660,3.3.0,1.2.0,2020-12-03,2021-09-16,190,190
alicessuitcase,Alice's Suitcase,Ephemeral Page,Endorfin.,https://static.wikia.nocookie.net/iowiro/images/b/b6/Alice%27s_Suitcase.jpg/revision/latest?cb=20230928045404,9,9.1,alice_light,Kurorak,Light,にんにくましまし (Ninniku Masimasi),2:31,藍月なくる (Nakuru Aitsuki),J-Rock,2,999,999,3.3.0,1.2.0,2020-12-03,2021-09-16,190,190
capella,Capella,Memory Archive,ARForest,https://static.wikia.nocookie.net/iowiro/images/4/4c/Capella.jpg/revision/latest?cb=20230927235708,4,4.5,hime_light,0°Nitro,Light,シエラ (cierra),2:19,Vocal samples,Artcore,0,884,,4.1.6,,2022-12-22,,210,210
capella,Capella,Memory Archive,ARForest,https://static.wikia.nocookie.net/iowiro/images/4/4c/Capella.jpg/revision/latest?cb=20230927235708,7,7.5,hime_light,0°Nitro,Light,シエラ (cierra),2:19,Vocal samples,Artcore,1,904,,4.1.6,,2022-12-22,,210,210
capella,Capella,Memory Archive,ARForest,https://static.wikia.nocookie.net/iowiro/images/4/4c/Capella.jpg/revision/latest?cb=20230927235708,10,10.2,hime_light,0°Nitro,Light,シエラ (cierra),2:19,Vocal samples,Artcore,2,1159,,4.1.6,,2022-12-22,,210,210
aterlbus,αterlβus,Dynamix Collaboration,Aoi,https://static.wikia.nocookie.net/iowiro/images/c/c9/Aterlbus.jpg/revision/latest?cb=20230928051308,4,4.0,dynamix_conflict,τoastεr,Conflict,,2:00,None,Renaissance Hardcore / Trancecore,0,505,,1.1.2,,2017-06-23,,202,202
aterlbus,αterlβus,Dynamix Collaboration,Aoi,https://static.wikia.nocookie.net/iowiro/images/c/c9/Aterlbus.jpg/revision/latest?cb=20230928051308,7,7.0,dynamix_conflict,τoastεr,Conflict,,2:00,None,Renaissance Hardcore / Trancecore,1,668,,1.1.2,,2017-06-23,,202,202
aterlbus,αterlβus,Dynamix Collaboration,Aoi,https://static.wikia.nocookie.net/iowiro/images/c/c9/Aterlbus.jpg/revision/latest?cb=20230928051308,10,10.2,aterlbus,τoastεr,Conflict,,2:00,None,Renaissance Hardcore / Trancecore,2,1030,,1.1.2,,2017-06-23,,202,202
callmynamefeatyukacco,Call My Name feat. Yukacco,Memory Archive,Mameyudoufu,https://static.wikia.nocookie.net/iowiro/images/3/3a/Call_my_name.jpeg/revision/latest?cb=20230928053824,3,3.5,shiawase,Kurorak,Light,DJ Poyoshi,2:28,Yukacco,Future Core / Future Bass / UK Hardcore,0,591,591,1.6.6,1.0.0c,2018-06-22,2021-05-18,175,175
callmynamefeatyukacco,Call My Name feat. Yukacco,Memory Archive,Mameyudoufu,https://static.wikia.nocookie.net/iowiro/images/3/3a/Call_my_name.jpeg/revision/latest?cb=20230928053824,6,6.0,shiawase,Kurorak,Light,DJ Poyoshi,2:28,Yukacco,Future Core / Future Bass / UK Hardcore,1,653,653,1.6.6,1.0.0c,2018-06-22,2021-05-18,175,175
callmynamefeatyukacco,Call My Name feat. Yukacco,Memory Archive,Mameyudoufu,https://static.wikia.nocookie.net/iowiro/images/3/3a/Call_my_name.jpeg/revision/latest?cb=20230928053824,8,8.7,shiawase,Kuro My Nitro,Light,DJ Poyoshi,2:28,Yukacco,Future Core / Future Bass / UK Hardcore,2,921,921,1.6.6,1.0.0c,2018-06-22,2021-05-18,175,175
hikarisong,Hikari,Tone Sphere Collaboration,THB,https://static.wikia.nocookie.net/iowiro/images/4/44/Hikari_THB.jpg/revision/latest?cb=20230928064432,2,2.5,tonesphere-darksphere,OptoNuke,Conflict,Sta (not credited),2:18,Kanna Noda,Rock,0,237,,1.8.0,,2018-10-07,,130,130
hikarisong,Hikari,Tone Sphere Collaboration,THB,https://static.wikia.nocookie.net/iowiro/images/4/44/Hikari_THB.jpg/revision/latest?cb=20230928064432,6,6.0,tonesphere-darksphere,OptoNuke,Conflict,Sta (not credited),2:18,Kanna Noda,Rock,1,450,,1.8.0,,2018-10-07,,130,130
hikarisong,Hikari,Tone Sphere Collaboration,THB,https://static.wikia.nocookie.net/iowiro/images/4/44/Hikari_THB.jpg/revision/latest?cb=20230928064432,8,8.1,tonesphere-darksphere,OptoNuke,Conflict,Sta (not credited),2:18,Kanna Noda,Rock,2,684,,1.8.0,,2018-10-07,,130,130
scarletlance,Scarlet Lance,Groove Coaster Collaboration,MASAKI (ZUNTATA),https://static.wikia.nocookie.net/iowiro/images/7/7b/Scarlet_Lance.jpg/revision/latest?cb=20230928082353,4,4.0,gc_lance,闇運,Light,須田彩加 (Ayaka Suda) (not credited),2:09,None,Hard Trance,0,517,517,1.9.0,1.1.0,2019-01-09,2021-06-22,185,185
scarletlance,Scarlet Lance,Groove Coaster Collaboration,MASAKI (ZUNTATA),https://static.wikia.nocookie.net/iowiro/images/7/7b/Scarlet_Lance.jpg/revision/latest?cb=20230928082353,7,7.0,gc_lance,闇運,Light,須田彩加 (Ayaka Suda) (not credited),2:09,None,Hard Trance,1,644,644,1.9.0,1.1.0,2019-01-09,2021-06-22,185,185
scarletlance,Scarlet Lance,Groove Coaster Collaboration,MASAKI (ZUNTATA),https://static.wikia.nocookie.net/iowiro/images/7/7b/Scarlet_Lance.jpg/revision/latest?cb=20230928082353,10,10.1,gc_lance,闇運,Light,須田彩加 (Ayaka Suda) (not credited),2:09,None,Hard Trance,2,1130,1130,1.9.0,1.1.0,2019-01-09,2021-06-22,185,185
remindthesoulsshortversion,Remind the Souls (Short Version),Arcaea,Nhato,https://static.wikia.nocookie.net/iowiro/images/5/5e/Remind_the_souls.jpg/revision/latest?cb=20230927005505,3,3.5,hime_light,Nitro,Light,おるだん (Ordan) (not credited),2:39,None,Complextro,0,561,,5.0.0,,2023-09-27,,130,130
remindthesoulsshortversion,Remind the Souls (Short Version),Arcaea,Nhato,https://static.wikia.nocookie.net/iowiro/images/5/5e/Remind_the_souls.jpg/revision/latest?cb=20230927005505,6,6.5,hime_light,Nitro,Light,おるだん (Ordan) (not credited),2:39,None,Complextro,1,756,,5.0.0,,2023-09-27,,130,130
remindthesoulsshortversion,Remind the Souls (Short Version),Arcaea,Nhato,https://static.wikia.nocookie.net/iowiro/images/5/5e/Remind_the_souls.jpg/revision/latest?cb=20230927005505,9,9.5,hime_light,Nitro,Light,おるだん (Ordan) (not credited),2:39,None,Complextro,2,945,,5.0.0,,2023-09-27,,130,130
trappolabewitching,trappola bewitching,Vicious Labyrinth,gmtn.,https://static.wikia.nocookie.net/iowiro/images/e/e7/Trappola_Bewitching.jpg/revision/latest?cb=20230928085415,3,3.0,yugamu,Kurorak,Conflict,Shionty,2:00,Vocal samples,Trapfill Gothic Hardcore,0,415,415,1.5.0,1.0.0c,2017-11-03,2021-05-18,190,190
trappolabewitching,trappola bewitching,Vicious Labyrinth,gmtn.,https://static.wikia.nocookie.net/iowiro/images/e/e7/Trappola_Bewitching.jpg/revision/latest?cb=20230928085415,6,6.0,yugamu,Kurorak,Conflict,Shionty,2:00,Vocal samples,Trapfill Gothic Hardcore,1,541,541,1.5.0,1.0.0c,2017-11-03,2021-05-18,190,190
trappolabewitching,trappola bewitching,Vicious Labyrinth,gmtn.,https://static.wikia.nocookie.net/iowiro/images/e/e7/Trappola_Bewitching.jpg/revision/latest?cb=20230928085415,10,10.0,yugamu,k//urorak,Conflict,Shionty,2:00,Vocal samples,Trapfill Gothic Hardcore,2,1044,1044,1.5.0,1.0.0c,2017-11-03,2021-05-18,190,190
trappolabewitching,trappola bewitching,Vicious Labyrinth,gmtn.,https://static.wikia.nocookie.net/iowiro/images/7/72/Trappola_bewitching_BYD.jpg/revision/latest?cb=20230928085452,10,10.5,yugamu,NITRO -mesmerize-,Conflict,Shionty,2:00,Vocal samples,Trapfill Gothic Hardcore,3,1086,,4.3.0,,2023-03-02,,190,190
newyorkbackraise,New York Back Raise,Memory Archive,saaa + kei_iwata + stuv + わかどり,https://static.wikia.nocookie.net/iowiro/images/6/6a/New_York_Back_Raise.jpg/revision/latest?cb=20230927212903,4,4.5,single2_conflict,Exschwasion 「CHECK」,Conflict,すずあ (suzua),2:31,kei_iwata,TEXAS HOLD'EM / Rawstyle / Djent / Jazz-funk ,0,762,,4.4.4,,2023-04-27,,160,160
